"","downloaded","language","measure","uni_lemma","words","age","prop"
"1","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",16,0
"2","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",17,0
"3","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",18,0.01
"4","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",19,0.03
"5","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",20,0.04
"6","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",21,0.09
"7","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",22,0.07
"8","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",23,0.04
"9","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",24,0.15
"10","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",25,0.09
"11","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",26,0.12
"12","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",27,0.24
"13","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",28,0.27
"14","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",29,0.38
"15","2023-09-04","Cantonese","produces","ALLIGATOR","鱷魚",30,0.52
"16","2023-09-04","English (American)","produces","ALLIGATOR","alligator",16,0.02
"17","2023-09-04","English (American)","produces","ALLIGATOR","alligator",17,0.04
"18","2023-09-04","English (American)","produces","ALLIGATOR","alligator",18,0.06
"19","2023-09-04","English (American)","produces","ALLIGATOR","alligator",19,0.13
"20","2023-09-04","English (American)","produces","ALLIGATOR","alligator",20,0.14
"21","2023-09-04","English (American)","produces","ALLIGATOR","alligator",21,0.19
"22","2023-09-04","English (American)","produces","ALLIGATOR","alligator",22,0.22
"23","2023-09-04","English (American)","produces","ALLIGATOR","alligator",23,0.3
"24","2023-09-04","English (American)","produces","ALLIGATOR","alligator",24,0.4
"25","2023-09-04","English (American)","produces","ALLIGATOR","alligator",25,0.47
"26","2023-09-04","English (American)","produces","ALLIGATOR","alligator",26,0.5
"27","2023-09-04","English (American)","produces","ALLIGATOR","alligator",27,0.52
"28","2023-09-04","English (American)","produces","ALLIGATOR","alligator",28,0.74
"29","2023-09-04","English (American)","produces","ALLIGATOR","alligator",29,0.66
"30","2023-09-04","English (American)","produces","ALLIGATOR","alligator",30,0.7
"31","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",25,0.49
"32","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",26,0.61
"33","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",27,0.6
"34","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",28,0.81
"35","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",29,0.7
"36","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",30,0.71
"37","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",31,0.6
"38","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",32,0.72
"39","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",33,0.76
"40","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",34,0.74
"41","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",35,0.44
"42","2023-09-04","Hebrew","produces","ALLIGATOR","תנין",36,0.2
"43","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",16,0.01
"44","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",17,0.04
"45","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",18,0.05
"46","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",19,0.09
"47","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",20,0.21
"48","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",21,0.2
"49","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",22,0.2
"50","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",23,0.38
"51","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",24,0.42
"52","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",25,0.53
"53","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",26,0.45
"54","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",27,0.56
"55","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",28,0.61
"56","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",29,0.58
"57","2023-09-04","Mandarin (Beijing)","produces","ALLIGATOR","鳄鱼",30,0.72
"58","2023-09-04","Russian","produces","ALLIGATOR","крокодил",18,0.05
"59","2023-09-04","Russian","produces","ALLIGATOR","крокодил",19,0.1
"60","2023-09-04","Russian","produces","ALLIGATOR","крокодил",20,0.13
"61","2023-09-04","Russian","produces","ALLIGATOR","крокодил",21,0.33
"62","2023-09-04","Russian","produces","ALLIGATOR","крокодил",22,0.35
"63","2023-09-04","Russian","produces","ALLIGATOR","крокодил",23,0.45
"64","2023-09-04","Russian","produces","ALLIGATOR","крокодил",24,0.51
"65","2023-09-04","Russian","produces","ALLIGATOR","крокодил",25,0.58
"66","2023-09-04","Russian","produces","ALLIGATOR","крокодил",26,0.52
"67","2023-09-04","Russian","produces","ALLIGATOR","крокодил",27,0.55
"68","2023-09-04","Russian","produces","ALLIGATOR","крокодил",28,0.77
"69","2023-09-04","Russian","produces","ALLIGATOR","крокодил",29,0.79
"70","2023-09-04","Russian","produces","ALLIGATOR","крокодил",30,0.81
"71","2023-09-04","Russian","produces","ALLIGATOR","крокодил",31,0.85
"72","2023-09-04","Russian","produces","ALLIGATOR","крокодил",32,0.78
"73","2023-09-04","Russian","produces","ALLIGATOR","крокодил",33,0.85
"74","2023-09-04","Russian","produces","ALLIGATOR","крокодил",34,0.86
"75","2023-09-04","Russian","produces","ALLIGATOR","крокодил",35,0.87
"76","2023-09-04","Russian","produces","ALLIGATOR","крокодил",36,0.92
"77","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",16,0.01
"78","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",17,0.06
"79","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",18,0.05
"80","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",19,0.05
"81","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",20,0.12
"82","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",21,0.14
"83","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",22,0.2
"84","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",23,0.26
"85","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",24,0.36
"86","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",25,0.37
"87","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",26,0.41
"88","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",27,0.43
"89","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",28,0.58
"90","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",29,0.58
"91","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",30,0.63
"92","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",31,0.67
"93","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",32,0.65
"94","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",33,0.72
"95","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",34,0.71
"96","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",35,0.74
"97","2023-09-04","Mandarin (Taiwanese)","produces","ALLIGATOR","鱷魚",36,0.73
"98","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",16,0
"99","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",17,0
"100","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",18,0.03
"101","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",19,0.02
"102","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",20,0.02
"103","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",21,0.06
"104","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",22,0.04
"105","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",23,0.01
"106","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",24,0.12
"107","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",25,0.11
"108","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",26,0.16
"109","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",27,0.11
"110","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",28,0.18
"111","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",29,0.35
"112","2023-09-04","Cantonese","produces","AMBULANCE","救傷車",30,0.49
"113","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",11,0
"114","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",12,0
"115","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",13,0
"116","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",14,0
"117","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",15,0
"118","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",16,0
"119","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",17,0
"120","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",19,0
"121","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",20,0.11
"122","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",21,0.25
"123","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",22,0
"124","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",23,0.14
"125","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",24,0.36
"126","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",25,0.33
"127","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",26,0.38
"128","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",27,0.56
"129","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",28,0.6
"130","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",29,0.55
"131","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",30,0.54
"132","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",31,0.51
"133","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",32,0.72
"134","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",33,0.71
"135","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",34,0.74
"136","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",35,0.61
"137","2023-09-04","Hebrew","produces","AMBULANCE","אמבולנס",36,1
"138","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",12,0
"139","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",13,0
"140","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",14,0
"141","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",15,0.02
"142","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",16,0
"143","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",17,0.02
"144","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",18,0.02
"145","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",19,0.06
"146","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",20,0.11
"147","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",21,0.18
"148","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",22,0.19
"149","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",23,0.31
"150","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",24,0.32
"151","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",25,0.38
"152","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",26,0.45
"153","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",27,0.48
"154","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",28,0.62
"155","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",29,0.64
"156","2023-09-04","Mandarin (Beijing)","produces","AMBULANCE","救护车",30,0.65
"157","2023-09-04","Slovak","produces","AMBULANCE","sanitka",17,0.11
"158","2023-09-04","Slovak","produces","AMBULANCE","sanitka",18,0.22
"159","2023-09-04","Slovak","produces","AMBULANCE","sanitka",19,0.14
"160","2023-09-04","Slovak","produces","AMBULANCE","sanitka",20,0.35
"161","2023-09-04","Slovak","produces","AMBULANCE","sanitka",21,0.27
"162","2023-09-04","Slovak","produces","AMBULANCE","sanitka",22,0.36
"163","2023-09-04","Slovak","produces","AMBULANCE","sanitka",23,0.46
"164","2023-09-04","Slovak","produces","AMBULANCE","sanitka",24,0.64
"165","2023-09-04","Slovak","produces","AMBULANCE","sanitka",25,0.54
"166","2023-09-04","Slovak","produces","AMBULANCE","sanitka",26,0.64
"167","2023-09-04","Slovak","produces","AMBULANCE","sanitka",27,0.68
"168","2023-09-04","Slovak","produces","AMBULANCE","sanitka",28,0.66
"169","2023-09-04","Slovak","produces","AMBULANCE","sanitka",29,0.71
"170","2023-09-04","Slovak","produces","AMBULANCE","sanitka",30,0.78
"171","2023-09-04","Slovak","produces","AMBULANCE","sanitka",31,0.79
"172","2023-09-04","Slovak","produces","AMBULANCE","sanitka",32,0.68
"173","2023-09-04","Slovak","produces","AMBULANCE","sanitka",33,0.77
"174","2023-09-04","Slovak","produces","AMBULANCE","sanitka",34,0.89
"175","2023-09-04","Slovak","produces","AMBULANCE","sanitka",35,0.78
"176","2023-09-04","Slovak","produces","AMBULANCE","sanitka",36,0.88
"177","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",16,0
"178","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",17,0.07
"179","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",18,0.02
"180","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",19,0.04
"181","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",20,0.06
"182","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",21,0.06
"183","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",22,0.06
"184","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",23,0.1
"185","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",24,0.16
"186","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",25,0.23
"187","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",26,0.2
"188","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",27,0.26
"189","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",28,0.36
"190","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",29,0.34
"191","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",30,0.45
"192","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",31,0.39
"193","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",32,0.48
"194","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",33,0.53
"195","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",34,0.57
"196","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",35,0.6
"197","2023-09-04","Turkish","produces","AMBULANCE","Ambulans",36,0.7
"198","2023-09-04","Czech","produces","AMBULANCE","sanitka",16,0
"199","2023-09-04","Czech","produces","AMBULANCE","sanitka",17,0.03
"200","2023-09-04","Czech","produces","AMBULANCE","sanitka",18,0.02
"201","2023-09-04","Czech","produces","AMBULANCE","sanitka",19,0
"202","2023-09-04","Czech","produces","AMBULANCE","sanitka",20,0.04
"203","2023-09-04","Czech","produces","AMBULANCE","sanitka",21,0.06
"204","2023-09-04","Czech","produces","AMBULANCE","sanitka",22,0.14
"205","2023-09-04","Czech","produces","AMBULANCE","sanitka",23,0.22
"206","2023-09-04","Czech","produces","AMBULANCE","sanitka",24,0.17
"207","2023-09-04","Czech","produces","AMBULANCE","sanitka",25,0.17
"208","2023-09-04","Czech","produces","AMBULANCE","sanitka",26,0.45
"209","2023-09-04","Czech","produces","AMBULANCE","sanitka",27,0.32
"210","2023-09-04","Czech","produces","AMBULANCE","sanitka",28,0.62
"211","2023-09-04","Czech","produces","AMBULANCE","sanitka",29,0.41
"212","2023-09-04","Czech","produces","AMBULANCE","sanitka",30,0.44
"213","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",16,0
"214","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",17,0.03
"215","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",18,0.04
"216","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",19,0
"217","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",20,0
"218","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",21,0.02
"219","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",22,0.13
"220","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",23,0.17
"221","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",24,0.25
"222","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",25,0.26
"223","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",26,0.35
"224","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",27,0.5
"225","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",28,0.39
"226","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",29,0.59
"227","2023-09-04","Spanish (European)","produces","AMBULANCE","ambulancia",30,0.41
"228","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",16,0.01
"229","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",17,0.01
"230","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",18,0.02
"231","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",19,0.02
"232","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",20,0.05
"233","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",21,0.05
"234","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",22,0.1
"235","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",23,0.11
"236","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",24,0.15
"237","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",25,0.16
"238","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",26,0.24
"239","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",27,0.27
"240","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",28,0.4
"241","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",29,0.31
"242","2023-09-04","Portuguese (European)","produces","AMBULANCE","Ambulância",30,0.42
"243","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",16,0
"244","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",17,0.06
"245","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",18,0.02
"246","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",19,0.05
"247","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",20,0.06
"248","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",21,0.18
"249","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",22,0.24
"250","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",23,0.31
"251","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",24,0.33
"252","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",25,0.35
"253","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",26,0.48
"254","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",27,0.43
"255","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",28,0.63
"256","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",29,0.65
"257","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",30,0.59
"258","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",31,0.77
"259","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",32,0.73
"260","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",33,0.75
"261","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",34,0.79
"262","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",35,0.84
"263","2023-09-04","Mandarin (Taiwanese)","produces","AMBULANCE","救護車",36,0.83
"264","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",8,0
"265","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",9,0
"266","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",10,0
"267","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",11,0
"268","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",12,0
"269","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",13,0
"270","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",14,0.03
"271","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen, ambulance, ziekenwagen/ambulance/ziekenauto",15,0.08
"272","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen, ambulance, ziekenwagen/ambulance/ziekenauto",16,0
"273","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen, ambulance, ziekenwagen/ambulance/ziekenauto",17,0.07
"274","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen, ambulance, ziekenwagen/ambulance/ziekenauto",18,0.04
"275","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen, ambulance, ziekenwagen/ambulance/ziekenauto",19,0.11
"276","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen, ambulance, ziekenwagen/ambulance/ziekenauto",20,0.08
"277","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen, ambulance, ziekenwagen/ambulance/ziekenauto",21,0.05
"278","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",22,0.57
"279","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",23,0.48
"280","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",24,0.42
"281","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",25,0.45
"282","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",26,0.5
"283","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",27,0.6
"284","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",28,1
"285","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",29,0.96
"286","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",30,0.8
"287","2023-09-04","Dutch","produces","AMBULANCE","ziekenwagen/ambulance/ziekenauto",31,1
"288","2023-09-04","Hungarian","produces","AMBULANCE","mentő",16,0.05
"289","2023-09-04","Hungarian","produces","AMBULANCE","mentő",17,0.06
"290","2023-09-04","Hungarian","produces","AMBULANCE","mentő",18,0.11
"291","2023-09-04","Hungarian","produces","AMBULANCE","mentő",19,0.31
"292","2023-09-04","Hungarian","produces","AMBULANCE","mentő",20,0.11
"293","2023-09-04","Hungarian","produces","AMBULANCE","mentő",21,0.22
"294","2023-09-04","Hungarian","produces","AMBULANCE","mentő",22,0.3
"295","2023-09-04","Hungarian","produces","AMBULANCE","mentő",23,0.22
"296","2023-09-04","Hungarian","produces","AMBULANCE","mentő",24,0.37
"297","2023-09-04","Hungarian","produces","AMBULANCE","mentő",25,0.51
"298","2023-09-04","Hungarian","produces","AMBULANCE","mentő",26,0.61
"299","2023-09-04","Hungarian","produces","AMBULANCE","mentő",27,0.62
"300","2023-09-04","Hungarian","produces","AMBULANCE","mentő",28,0.63
"301","2023-09-04","Hungarian","produces","AMBULANCE","mentő",29,0.58
"302","2023-09-04","Hungarian","produces","AMBULANCE","mentő",30,0.5
"303","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",16,0.04
"304","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",17,0.04
"305","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",18,0.05
"306","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",19,0.02
"307","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",20,0.09
"308","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",21,0.1
"309","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",22,0.09
"310","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",23,0.1
"311","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",24,0.17
"312","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",25,0.26
"313","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",26,0.13
"314","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",27,0.27
"315","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",28,0.21
"316","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",29,0.32
"317","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",30,0.39
"318","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",31,0
"319","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",32,1
"320","2023-09-04","Spanish (Argentinian)","produces","AMBULANCE","ambulancia",33,0
"321","2023-09-04","Cantonese","produces","ANT","(螞)蟻",16,0.02
"322","2023-09-04","Cantonese","produces","ANT","(螞)蟻",17,0.07
"323","2023-09-04","Cantonese","produces","ANT","(螞)蟻",18,0.06
"324","2023-09-04","Cantonese","produces","ANT","(螞)蟻",19,0.11
"325","2023-09-04","Cantonese","produces","ANT","(螞)蟻",20,0.11
"326","2023-09-04","Cantonese","produces","ANT","(螞)蟻",21,0.16
"327","2023-09-04","Cantonese","produces","ANT","(螞)蟻",22,0.26
"328","2023-09-04","Cantonese","produces","ANT","(螞)蟻",23,0.26
"329","2023-09-04","Cantonese","produces","ANT","(螞)蟻",24,0.32
"330","2023-09-04","Cantonese","produces","ANT","(螞)蟻",25,0.4
"331","2023-09-04","Cantonese","produces","ANT","(螞)蟻",26,0.44
"332","2023-09-04","Cantonese","produces","ANT","(螞)蟻",27,0.69
"333","2023-09-04","Cantonese","produces","ANT","(螞)蟻",28,0.56
"334","2023-09-04","Cantonese","produces","ANT","(螞)蟻",29,0.64
"335","2023-09-04","Cantonese","produces","ANT","(螞)蟻",30,0.7
"336","2023-09-04","Croatian","produces","ANT","mrav",16,0
"337","2023-09-04","Croatian","produces","ANT","mrav",17,0.08
"338","2023-09-04","Croatian","produces","ANT","mrav",18,0.32
